Gene_symbol,Entry,ID
YDR261W-B,Q07791,1108
YDR263C,Q12086,1109
YDR264C,P39010,1110
YDR265W,Q05568,1111
YDR266C,Q05580,1112
YDR267C,Q05583,1113
YDR270W,P38995,1114
YDR272W,Q05584,1115
YDR273W,Q05610,1116
YDR275W,Q05611,1117
YDR276C,P87284,1118
YDR277C,P35198,1119
YDR279W,Q05635,1120
YDR280W,Q05636,1121
YDR281C,Q05637,1122
YDR283C,P15442,1123
YDR284C,Q05521,1124
YDR285W,P31111,1125
YDR286C,Q05530,1126
YDR287W,Q05533,1127
YDR288W,Q05541,1128
YDR289C,Q05543,1129
YDR291W,Q05549,1130
YDR292C,P32916,1131
YDR293C,P24276,1132
YDR294C,Q05567,1133
YDR295C,Q06629,1134
YDR296W,Q06630,1135
YDR297W,P38992,1136
YDR298C,P09457,1137
YDR299W,Q06631,1138
YDR300C,P32264,1139
YDR301W,Q06632,1140
YDR303C,Q06639,1141
YDR304C,P35176,1142
YDR306C,Q06640,1143
YDR307W,Q06644,1144
YDR308C,P47822,1145
YDR309C,Q06648,1146
YDR310C,P46676,1147
YDR311W,P32776,1148
YDR312W,Q12153,1149
YDR313C,Q06651,1150
YDR314C,Q06665,1151
YDR315C,Q06667,1152
YDR316W,P0C2I2,1153
YDR316W-A,P0CX65,1154
YDR317W,Q06674,1155
YDR318W,Q06675,1156
YDR319C,Q06676,1157
YDR320C,P69851,1158
YDR321W,P38986,1159
YDR322C-A,P81449,1160
YDR322W,Q06678,1161
YDR323C,P32609,1162
YDR324C,Q06679,1163
YDR325W,Q06680,1164
YDR326C,Q06681,1165
YDR328C,P52286,1166
YDR329C,P28795,1167
YDR330W,Q06682,1168
YDR331W,P49018,1169
YDR332W,Q06683,1170
YDR333C,Q05468,1171
YDR334W,Q05471,1172
YDR335W,P52918,1173
YDR336W,Q05473,1174
YDR337W,P21771,1175
YDR338C,Q05497,1176
YDR339C,Q05498,1177
YDR341C,Q05506,1178
YDR342C,P39004,1179
YDR343C,P39003,1180
YDR345C,P32466,1181
YDR346C,Q05515,1182
YDR347W,P10662,1183
YDR348C,Q05518,1184
YDR349C,Q06325,1185
YDR350C,P50273,1186
YDR352W,Q06328,1187
YDR353W,P29509,1188
YDR354W,P07285,1189
YDR356W,P32380,1190
YDR357C,Q06333,1191
YDR358W,Q06336,1192
YDR359C,Q06337,1193
YDR361C,Q06338,1194
YDR362C,Q06339,1195
YDR363W,O94742,1196
YDR364C,P40968,1197
YDR365C,Q06344,1198
YDR365W-A,P0CX70,1199
YDR365W-B,P0C2I3,1200
YDR366C,P87287,1201
YDR367W,Q06346,1202
YDR368W,Q12458,1203
YDR369C,P33301,1204
YDR372C,Q06385,1205
YDR373W,Q06389,1206
YDR374C,Q06390,1207
YDR374W-A,Q2V2P8,1208
YDR375C,P32839,1209
YDR376W,P48360,1210
YDR377W,Q06405,1211
YDR378C,Q06406,1212
YDR379C-A,Q3E785,1213
YDR379W,Q06407,1214
YDR380W,Q06408,1215
YDR381C-A,Q3E6R5,1216
YDR381W,Q12159,1217
YDR382W,P02400,1218
YDR383C,Q12493,1219
YDR384C,Q12359,1220
YDR386W,Q04149,1221
YDR387C,Q04162,1222
YDR388W,P39743,1223
YDR389W,P17121,1224
YDR390C,P52488,1225
YDR391C,Q04170,1226
YDR392W,P06844,1227
YDR393W,Q04172,1228
YDR394W,P33298,1229
YDR395W,Q04175,1230
YDR397C,Q92317,1231
YDR398W,Q04177,1232
YDR399W,Q04178,1233
YDR400W,Q04179,1234
YDR402C,P21595,1235
YDR403W,P21623,1236
YDR404C,P34087,1237
YDR405W,P32387,1238
YDR406W,Q04182,1239
YDR407C,Q04183,1240
YDR408C,P04161,1241
YDR409W,Q04195,1242
YDR410C,P32584,1243
YDR411C,Q12743,1244
YDR412W,Q04031,1245
YDR414C,P16151,1246
YDR415C,Q04033,1247
YDR416W,Q04048,1248
YDR418W,P0CX54,1249
YDR419W,Q04049,1250
YDR420W,P41809,1251
YDR421W,Q04052,1252
YDR422C,P32578,1253
YDR423C,P24813,1254
YDR424C,Q02647,1255
YDR425W,Q04053,1256
YDR427W,Q04062,1257
YDR428C,Q04066,1258
YDR429C,Q04067,1259
YDR430C,P32898,1260
YDR432W,Q01560,1261
YDR434W,Q04080,1262
YDR435C,Q04081,1263
YDR436W,P33329,1264
YDR437W,Q04082,1265
YDR438W,Q04083,1266
YDR439W,Q04087,1267
YDR440W,Q04089,1268
YDR441C,P36973,1269
YDR443C,P38931,1270
YDR444W,Q04093,1271
YDR446W,Q04110,1272
YDR447C,P14127,1273
YDR448W,Q02336,1274
YDR449C,Q02354,1275
YDR450W,P0CX55,1276
YDR451C,Q04116,1277
YDR452W,Q04119,1278
YDR453C,Q04120,1279
YDR454C,P15454,1280
YDR456W,Q04121,1281
YDR457W,Q03280,1282
YDR458C,Q03281,1283
YDR459C,Q03289,1284
YDR460W,Q03290,1285
YDR461C-A,Q2V2P7,1286
YDR462W,P36527,1287
YDR463W,Q00947,1288
YDR464W,P38904,1289
YDR465C,Q03305,1290
YDR466W,Q03306,1291
YDR468C,Q03322,1292
YDR469W,Q03323,1293
YDR470C,Q03327,1294
YDR471W,P0C2H7,1295
YDR472W,Q03337,1296
YDR473C,Q03338,1297
YDR475C,Q03361,1298
YDR476C,Q03362,1299
YDR477W,P06782,1300
YDR478W,P40993,1301
YDR479C,Q03370,1302
YDR480W,Q03373,1303
YDR481C,P11491,1304
YDR482C,Q03375,1305
YDR483W,P27809,1306
YDR484W,P39904,1307
YDR485C,Q03388,1308
YDR486C,Q03390,1309
YDR487C,Q99258,1310
YDR488C,P40960,1311
YDR489W,Q03406,1312
YDR490C,Q03407,1313
YDR492W,Q03419,1314
YDR493W,Q03429,1315
YDR494W,Q03430,1316
YDR495C,P23643,1317
YDR496C,Q04373,1318
YDR497C,P30605,1319
YDR498C,P28791,1320
YDR499W,Q04377,1321
YDR500C,P51402,1322
YDR501W,Q04383,1323
YDR502C,P19358,1324
YDR503C,Q04396,1325
YDR504C,Q04398,1326
YDR505C,P50896,1327
YDR506C,Q04399,1328
YDR507C,Q12263,1329
YDR508C,P48813,1330
YDR510W,Q12306,1331
YDR511W,Q04401,1332
YDR512C,Q04406,1333
YDR513W,P17695,1334
YDR514C,Q04408,1335
YDR515W,Q12034,1336
YDR516C,Q04409,1337
YDR517W,Q04410,1338
YDR518W,P32474,1339
YDR519W,P32472,1340
YDR520C,Q04411,1341
YDR522C,P08459,1342
YDR523C,P08458,1343
YDR524C,Q04412,1344
YDR524C-B,Q3E6R4,1345
YDR525W-A,P56508,1346
YDR527W,Q04418,1347
YDR528W,Q04429,1348
YDR529C,P00128,1349
YDR530C,P22108,1350
YDR531W,Q04430,1351
YDR532C,Q04431,1352
YDR533C,Q04432,1353
YDR534C,Q04433,1354
YDR538W,P33751,1355
YDR540C,Q03036,1356
YDR541C,Q03049,1357
YDR542W,Q03050,1358
YDR545W,P0CX20,1359
YEL001C,P40006,1360
YEL002C,P33767,1361
YEL003W,P40005,1362
YEL004W,P40004,1363
YEL005C,P40003,1364
YEL007W,P40002,1365
YEL009C,P03069,1366
YEL011W,P32775,1367
YEL012W,P28263,1368
YEL013W,P39968,1369
YEL015W,P39998,1370
YEL016C,P39997,1371
YEL017C-A,P40975,1372
YEL017W,P39996,1373
YEL018W,P39995,1374
YEL019C,P38632,1375
YEL020C,P39994,1376
YEL020W-A,O74700,1377
YEL021W,P03962,1378
YEL022W,P39993,1379
YEL023C,P39992,1380
YEL024W,P08067,1381
YEL025C,P39991,1382
YEL026W,P39990,1383
YEL027W,P25515,1384
YEL029C,P39988,1385
YEL030W,P39987,1386
YEL031W,P39986,1387
YEL032W,P24279,1388
YEL034W,P23301,1389
YEL036C,P32629,1390
YEL037C,P32628,1391
YEL038W,P32626,1392
YEL039C,P00045,1393
YEL040W,P32623,1394
YEL041W,P32622,1395
YEL042W,P32621,1396
YEL043W,P32618,1397
YEL044W,P32617,1398
YEL046C,P37303,1399
YEL047C,P32614,1400
YEL048C,P32613,1401
YEL050C,P32611,1402
YEL051W,P32610,1403
YEL052W,P32317,1404
YEL053C,Q02197,1405
YEL054C,P0CX53,1406
YEL055C,P39985,1407
YEL056W,P39984,1408
YEL057C,P39983,1409
YEL058W,P38628,1410
YEL059C-A,Q05676,1411
YEL060C,P09232,1412
YEL061C,P27895,1413
YEL062W,P39923,1414
YEL063C,P04817,1415
YEL064C,P39981,1416
YEL065W,P39980,1417
YEL066W,P39979,1418
YEL070W,P0CX08,1419
YEL071W,P39976,1420
YEL072W,P39975,1421
YEL073C,P39974,1422
YEL075C,P39972,1423
YEL076C-A,P0CX16,1424
YEL077C,Q3E7X8,1425
YER001W,P39106,1426
YER002W,P40007,1427
YER003C,P29952,1428
YER004W,P40008,1429
YER005W,P40009,1430
YER006W,P40010,1431
YER007C-A,P89886,1432
YER007W,P39937,1433
YER008C,P33332,1434
YER009W,P33331,1435
YER010C,P40011,1436
YER011W,P10863,1437
YER012W,P22141,1438
YER013W,P24384,1439
YER014W,P40012,1440
YER015W,P39518,1441
YER016W,P40013,1442
YER017C,P39925,1443
YER018C,P40014,1444
YER019C-A,P52871,1445
YER019W,P40015,1446
YER020W,P10823,1447
YER021W,P40016,1448
YER022W,P32569,1449
YER023W,P32263,1450
YER024W,P40017,1451
YER025W,P32481,1452
YER026C,P08456,1453
YER027C,Q04739,1454
YER028C,P39943,1455
YER029C,P40018,1456
YER030W,P40019,1457
YER031C,P38555,1458
YER032W,P40020,1459
YER033C,P40021,1460
YER034W,P40022,1461
YER035W,P40023,1462
YER036C,P40024,1463
YER038C,P40026,1464
YER039C,P0CE11,1465
YER040W,P18494,1466
YER041W,P40028,1467
YER042W,P40029,1468
YER043C,P39954,1469
YER044C,P29467,1470
YER045C,P39970,1471
YER047C,P39955,1472
YER048C,P39101,1473
YER048W-A,Q6Q560,1474
YER049W,P40032,1475
YER050C,P40033,1476
YER051W,P40034,1477
YER052C,P10869,1478
YER053C,P40035,1479
YER054C,P40036,1480
YER055C,P00498,1481
YER056C,P17064,1482
YER056C-A,P87262,1483
YER057C,P40037,1484
YER058W,Q02771,1485
YER059W,P40038,1486
YER060W,P40039,1487
YER060W-A,Q12119,1488
YER061C,P39525,1489
YER062C,P40106,1490
YER063W,P40040,1491
YER064C,P40041,1492
YER065C,P28240,1493
YER066W,P40042,1494
YER067W,P40043,1495
YER068W,P34909,1496
YER069W,Q01217,1497
YER070W,P21524,1498
YER071C,P40045,1499
YER072W,P40046,1500
YER073W,P40047,1501
YER074W,P0CX31,1502
YER074W-A,Q3E834,1503
YER075C,P40048,1504
YER077C,P40050,1505
YER078C,P40051,1506
YER079W,P40052,1507
YER081W,P40054,1508
YER082C,P40055,1509
YER083C,P40056,1510
YER085C,P40058,1511
YER086W,P00927,1512
YER087C-B,P52870,1513
YER087W,P39965,1514
YER088C,P40059,1515
YER089C,P39966,1516
YER090W,P00899,1517
YER091C,P05694,1518
YER092W,P40060,1519
YER093C,P40061,1520
YER093C-A,P87275,1521
YER094C,P25451,1522
YER095W,P25454,1523
YER096W,P39000,1524
YER098W,P39967,1525
YER099C,P38620,1526
YER100W,P33296,1527
YER101C,P39945,1528
YER102W,P0CX40,1529
YER103W,P22202,1530
YER104W,P40063,1531
YER105C,P40064,1532
YER106W,P40065,1533
YER107C,P40066,1534
YER109C,P40068,1535
YER110C,P40069,1536
YER111C,P25302,1537
YER112W,P40070,1538
YER113C,P40071,1539
YER114C,P39969,1540
YER115C,Q01684,1541
YER116C,P40072,1542
YER117W,P0CX42,1543
YER118C,P40073,1544
YER119C,P40074,1545
YER120W,P40075,1546
YER121W,P40076,1547
YER122C,P38682,1548
YER123W,P39962,1549
YER124C,P40077,1550
YER125W,P39940,1551
YER126C,P40078,1552
YER127W,P40079,1553
YER128W,P40080,1554
YER129W,P38990,1555
YER130C,P39959,1556
YER131W,P39939,1557
YER132C,P32634,1558
YER133W,P32598,1559
YER134C,P40081,1560
YER136W,P39958,1561
YER137C-A,P0CX71,1562
YER138C,Q03612,1563
YER139C,P40084,1564
YER140W,P40085,1565
YER141W,P40086,1566
YER142C,P22134,1567
YER143W,P40087,1568
YER144C,P39944,1569
YER145C,P40088,1570
YER146W,P40089,1571
YER147C,P40090,1572
YER148W,P13393,1573
YER149C,P40091,1574
YER150W,P40092,1575
YER151C,Q01477,1576
YER152C,P10356,1577
YER153C,P10355,1578
YER154W,P39952,1579
YER155C,P39960,1580
YER156C,P40093,1581
YER157W,P40094,1582
YER158C,P40095,1583
YER159C,P40096,1584
YER159C-A,P0CX66,1585
YER160C,Q03619,1586
YER161C,P06843,1587
YER162C,P14736,1588
YER163C,P32656,1589
YER164W,P32657,1590
YER165W,P04147,1591
YER166W,P32660,1592
YER167W,P33306,1593
YER168C,P21269,1594
YER169W,P39956,1595
YER170W,P26364,1596
YER171W,P06839,1597
YER172C,P32639,1598
YER173W,P32641,1599
YER174C,P32642,1600
YER175C,P32643,1601
YER177W,P29311,1602
YER178W,P16387,1603
YER179W,P25453,1604
YER180C,P32645,1605
YER180C-A,Q3E784,1606
YER182W,P40098,1607
YER183C,P40099,1608
YER184C,P39961,1609
YER186C,P40101,1610
YER189W,P40104,1611
YER190W,P40105,1612
YFL001W,P31115,1613
YFL002C,P25808,1614
YFL002W-A,P0CX63,1615
YFL003C,P40965,1616
YFL004W,P43585,1617
YFL005W,P07560,1618
YFL007W,P43583,1619
YFL008W,P32908,1620
YFL009W,P07834,1621
YFL010C,P43582,1622
YFL010W-A,P32450,1623
YFL011W,P43581,1624
YFL013C,P43579,1625
YFL014W,P22943,1626
YFL016C,P35191,1627
YFL017C,P43577,1628
YFL017W-A,P40204,1629
YFL018C,P09624,1630
YFL021W,P43574,1631
YFL022C,P15625,1632
YFL023W,P43573,1633
YFL024C,P43572,1634
YFL025C,P43571,1635
YFL026W,D6VTK4,1636
YFL028C,P43569,1637
YFL029C,P43568,1638
YFL030W,P43567,1639
YFL031W,P41546,1640
YFL033C,P43565,1641
YFL034C-A,P56628,1642
YFL034C-B,P43563,1643
YFL034W,P43564,1644
YFL036W,P13433,1645
YFL037W,P02557,1646
YFL038C,P01123,1647
YFL039C,P60010,1648
YFL040W,P43562,1649
YFL041W,P43561,1650
YFL041W-A,Q3E817,1651
YFL042C,P43560,1652
YFL044C,P43558,1653
YFL045C,P07283,1654
YFL046W,P43557,1655
YFL047W,P43556,1656
YFL048C,P43555,1657
YFL049W,P43554,1658
YFL050C,P43553,1659
YFL052W,P43551,1660
YFL053W,P43550,1661
YFL054C,P43549,1662
YFL055W,P43548,1663
YFL056C,P43547,1664
YFL057C,P43546,1665
YFL059W,P43545,1666
YFL060C,P43544,1667
YFL062W,P43542,1668
YFL064C,P43540,1669
YFL065C,P43539,1670
YFL066C,P43538,1671
YFL067W,P43537,1672
YFL068W,P0CX99,1673
YFR001W,P43586,1674
YFR002W,P34077,1675
YFR003C,P43587,1676
YFR004W,P43588,1677
YFR005C,P43589,1678
YFR006W,P43590,1679
YFR007W,P43591,1680
YFR008W,P43592,1681
YFR009W,P43535,1682
YFR010W,P43593,1683
YFR011C,P43594,1684
YFR012W,P43595,1685
YFR013W,P43596,1686
YFR014C,P27466,1687
YFR015C,P23337,1688
YFR016C,P43597,1689
YFR017C,P43598,1690
YFR018C,P43599,1691
YFR019W,P34756,1692
YFR021W,P43601,1693
YFR022W,P43602,1694
YFR023W,P39684,1695
YFR024C-A,P43603,1696
YFR025C,P38635,1697
YFR027W,P43605,1698
YFR028C,Q00684,1699
YFR029W,P43606,1700
YFR030W,P39692,1701
YFR031C,P0CX45,1702
YFR032C,P05747,1703
YFR033C,P00127,1704
YFR034C,P07270,1705
YFR035C,P43608,1706
YFR036W,P14724,1707
YFR037C,P43609,1708
YFR038W,P43610,1709
YFR039C,P43611,1710
YFR040W,P43612,1711
YFR041C,P43613,1712
YFR042W,P43614,1713
YFR043C,P43615,1714
YFR044C,P43616,1715
YFR046C,P43618,1716
YFR047C,P43619,1717
YFR048W,P43620,1718
YFR049W,P19955,1719
YFR050C,P30657,1720
YFR051C,P43621,1721
YFR052W,P32496,1722
YFR053C,P04806,1723
YFR055W,P43623,1724
YFR057W,P43625,1725
YGL001C,P53199,1726
YGL002W,P53198,1727
YGL003C,P53197,1728
YGL004C,P53196,1729
YGL005C,P53195,1730
YGL006W,P38929,1731
YGL008C,P05030,1732
YGL009C,P07264,1733
YGL011C,P21243,1734
YGL012W,P25340,1735
YGL013C,P12383,1736
YGL014W,P25339,1737
YGL015C,P33199,1738
YGL016W,P32767,1739
YGL017W,P16639,1740
YGL018C,P53193,1741
YGL019W,P43639,1742
YGL020C,P53192,1743
YGL021W,P43633,1744
YGL022W,P39007,1745
YGL023C,P53191,1746
YGL025C,P40356,1747
YGL026C,P00931,1748
YGL027C,P53008,1749
YGL028C,P53189,1750
YGL029W,P53188,1751
YGL030W,P14120,1752
YGL031C,P04449,1753
YGL032C,P32781,1754
YGL033W,P53187,1755
YGL035C,P27705,1756
YGL036W,P53185,1757
YGL037C,P53184,1758
YGL038C,P31755,1759
YGL039W,P53183,1760
YGL040C,P05373,1761
YGL041W-A,P0C5N3,1762
YGL043W,P07273,1763
YGL044C,P25299,1764
YGL045W,P53179,1765
YGL047W,P53178,1766
YGL048C,Q01939,1767
YGL049C,P39936,1768
YGL050W,P53177,1769
YGL051W,P53176,1770
YGL053W,P53174,1771
YGL054C,P53173,1772
YGL055W,P21147,1773
YGL056C,P53172,1774
YGL057C,P53171,1775
YGL058W,P06104,1776
YGL059W,P53170,1777
YGL060W,P53169,1778
YGL061C,P53168,1779
YGL062W,P11154,1780
YGL063W,P53167,1781
YGL064C,P53166,1782
YGL065C,P43636,1783
YGL066W,P53165,1784
YGL067W,P53164,1785
YGL068W,P53163,1786
YGL070C,P27999,1787
YGL071W,P22149,1788
YGL073W,P10961,1789
YGL075C,P53159,1790
YGL076C,P05737,1791
YGL077C,P19807,1792
YGL078C,P20447,1793
YGL079W,P53158,1794
YGL080W,P53157,1795
YGL081W,P53156,1796
YGL082W,P53155,1797
YGL083W,P53009,1798
YGL084C,P53154,1799
YGL086W,P40957,1800
YGL087C,P53152,1801
YGL089C,P32435,1802
YGL090W,P53150,1803
YGL091C,P52920,1804
YGL092W,P49687,1805
YGL093W,P53148,1806
YGL094C,P53010,1807
YGL095C,P38932,1808
YGL096W,P53147,1809
YGL097W,P21827,1810
YGL098W,P53146,1811
YGL099W,P53145,1812
YGL100W,P53011,1813
YGL101W,P53144,1814
YGL103W,P02406,1815
YGL104C,P53142,1816
YGL105W,P46672,1817
YGL106W,P53141,1818
YGL107C,P53140,1819
YGL108C,P53139,1820
YGL110C,P53137,1821
YGL111W,P53136,1822
YGL112C,P53040,1823
YGL113W,P53135,1824
YGL114W,P53134,1825
YGL115W,P12904,1826
YGL116W,P26309,1827
YGL117W,P53133,1828
YGL119W,P27697,1829
YGL120C,P53131,1830
YGL121C,P53130,1831
YGL122C,P32505,1832
YGL123W,P25443,1833
YGL124C,P53129,1834
YGL125W,P53128,1835
YGL126W,P53012,1836
YGL127C,P38633,1837
YGL128C,P52868,1838
YGL129C,Q01163,1839
YGL130W,Q01159,1840
YGL131C,P53127,1841
YGL133W,P53125,1842
YGL134W,P53124,1843
YGL135W,P0CX44,1844
YGL136C,P53123,1845
YGL137W,P41811,1846
YGL139W,P53121,1847
YGL140C,P53120,1848
YGL141W,P53119,1849
YGL142C,P30777,1850
YGL143C,P30775,1851
YGL144C,P53118,1852
YGL145W,P33891,1853
YGL146C,P53117,1854
YGL147C,P05738,1855
YGL148W,P28777,1856
YGL150C,P53115,1857
YGL151W,P53114,1858
YGL153W,P53112,1859
YGL154C,P50113,1860
YGL155W,P18898,1861
YGL156W,P22855,1862
YGL157W,P53111,1863
YGL158W,P38622,1864
YGL160W,P53109,1865
YGL161C,P53108,1866
YGL162W,P53032,1867
YGL163C,P32863,1868
YGL164C,P53107,1869
YGL166W,P15315,1870
YGL167C,P13586,1871
YGL168W,P45820,1872
YGL170C,P45819,1873
YGL171W,P45818,1874
YGL172W,Q02199,1875
YGL173C,P22147,1876
YGL174W,P46947,1877
YGL175C,P46946,1878
YGL178W,P39016,1879
YGL179C,P43637,1880
YGL180W,P53104,1881
YGL181W,P40956,1882
YGL183C,P53102,1883
YGL184C,P53101,1884
YGL185C,P53100,1885
YGL186C,P53099,1886
YGL187C,P04037,1887
YGL188C-A,Q8TGU1,1888
YGL189C,P39938,1889
YGL190C,Q00362,1890
YGL191W,P32799,1891
YGL192W,P41833,1892
YGL194C,P53096,1893
YGL195W,P33892,1894
YGL196W,P53095,1895
YGL197W,P53094,1896
YGL198W,P53093,1897
YGL200C,P32803,1898
YGL201C,P53091,1899
YGL202W,P53090,1900
YGL203C,P09620,1901
YGL205W,P13711,1902
YGL206C,P22137,1903
YGL207W,P32558,1904
YGL208W,P34164,1905
YGL209W,P53035,1906
YGL210W,P51996,1907
YGL211W,P53088,1908
YGL212W,P32912,1909
YGL213C,Q02793,1910
YGL215W,P35190,1911
YGL216W,P53086,1912
YGL219C,P53083,1913
YGL220W,P53082,1914
YGL221C,P53081,1915
YGL222C,P53080,1916
YGL223C,P53079,1917
YGL224C,P53078,1918
YGL225W,P40107,1919
YGL226C-A,Q92316,1920
YGL226W,P53077,1921
YGL227W,P53076,1922
YGL229C,P53036,1923
YGL230C,P53074,1924
YGL231C,P53073,1925
YGL232W,P53072,1926
YGL233W,P22224,1927
YGL234W,P07244,1928
YGL235W,P53071,1929
YGL236C,P53070,1930
YGL237C,P06774,1931
YGL238W,P33307,1932
YGL240W,P53068,1933
YGL241W,P53067,1934
YGL242C,P53066,1935
YGL243W,P53065,1936
YGL244W,P53064,1937
YGL245W,P46655,1938
YGL246C,P53063,1939
YGL247W,P53062,1940
YGL248W,P22434,1941
YGL249W,P53061,1942
YGL250W,P53060,1943
YGL251C,P51979,1944
YGL252C,P32608,1945
YGL253W,P04807,1946
YGL254W,P32805,1947
YGL256W,P10127,1948
YGL257C,P53059,1949
YGL259W,P53057,1950
YGL262W,P53054,1951
YGL263W,P53053,1952
YGR001C,P53200,1953
YGR002C,P53201,1954
YGR003W,P53202,1955
YGR004W,P53203,1956
YGR005C,P41896,1957
YGR006W,P33411,1958
YGR007W,P33412,1959
YGR008C,P16965,1960
YGR009C,P40357,1961
YGR010W,P53204,1962
YGR012W,P53206,1963
YGR013W,P53207,1964
YGR014W,P32334,1965
YGR016W,P53209,1966
YGR017W,P53210,1967
YGR019W,P17649,1968
YGR020C,P39111,1969
YGR021W,P53212,1970
YGR023W,P53214,1971
YGR024C,P53215,1972
YGR026W,P53217,1973
YGR027C,Q3E792,1974
YGR027W-A,Q12085,1975
YGR027W-B,Q12141,1976
YGR028W,P28737,1977
YGR029W,P27882,1978
YGR030C,P53218,1979
YGR031W,P53219,1980
YGR032W,P40989,1981
YGR033C,P53220,1982
YGR034W,P53221,1983
YGR035C,P53222,1984
YGR036C,P53223,1985
YGR037C,P31787,1986
YGR038C-A,Q12485,1987
YGR038C-B,Q12269,1988
YGR038W,P53224,1989
YGR040W,P14681,1990
YGR041W,P53226,1991
YGR042W,P53227,1992
YGR043C,P53228,1993
YGR044C,P32338,1994
YGR046W,P53230,1995
YGR047C,P33339,1996
YGR048W,P53044,1997
YGR049W,P32564,1998
YGR052W,P53233,1999
YGR053C,P53234,2000
YGR054W,P53235,2001
YGR055W,P50276,2002
YGR056W,P53236,2003
YGR057C,P53237,2004
YGR058W,P53238,2005
YGR059W,P41901,2006
YGR060W,P53045,2007
YGR061C,P38972,2008
YGR062C,P53239,2009
YGR063C,P32914,2010
YGR065C,P53241,2011
YGR066C,P53242,2012
YGR067C,P53243,2013
YGR068C,P53244,2014
YGR070W,P53046,2015
YGR071C,P53246,2016
YGR072W,P48412,2017
YGR074W,Q02260,2018
YGR075C,Q00723,2019
YGR076C,P23369,2020
YGR077C,P53248,2021
YGR078C,P48363,2022
YGR079W,P53249,2023
YGR080W,P53250,2024
YGR081C,P53251,2025
YGR082W,P35180,2026
YGR083C,P12754,2027
YGR084C,P12686,2028
YGR085C,Q3E757,2029
YGR086C,P53252,2030
YGR087C,P26263,2031
YGR088W,P06115,2032
YGR089W,P53253,2033
YGR090W,P53254,2034
YGR091W,P49704,2035
YGR092W,P22204,2036
YGR093W,P53255,2037
YGR094W,P07806,2038
YGR095C,P53256,2039
YGR096W,P53257,2040
YGR097W,P48361,2041
YGR098C,Q03018,2042
YGR099W,P53038,2043
YGR100W,P53258,2044
YGR101W,P53259,2045
YGR102C,P53260,2046
YGR103W,P53261,2047
YGR104C,P32585,2048
YGR105W,P41806,2049
YGR106C,P53262,2050
YGR108W,P24868,2051
YGR109C,P32943,2052
YGR109W-A,Q12173,2053
YGR109W-B,Q99315,2054
YGR110W,P53264,2055
YGR111W,P53265,2056
YGR112W,P53266,2057
YGR113W,P53267,2058
YGR116W,P23615,2059
YGR117C,P53270,2060
YGR118W,P0CX29,2061
YGR119C,P48837,2062
YGR120C,P53271,2063
YGR121C,P40260,2064
YGR122W,P53272,2065
YGR123C,P53043,2066
YGR124W,P49090,2067
YGR125W,P53273,2068
YGR126W,P53274,2069
YGR127W,P53275,2070
YGR128C,P53276,2071
YGR129W,P53277,2072
YGR130C,P53278,2073
YGR131W,P53279,2074
YGR132C,P40961,2075
YGR133W,P29340,2076
YGR134W,P53280,2077
YGR135W,P23638,2078
YGR136W,P53281,2079
YGR138C,P53283,2080
YGR140W,P32504,2081
YGR141W,P53285,2082
YGR142W,P53286,2083
YGR143W,P33336,2084
YGR144W,P32318,2085
YGR145W,P48234,2086
YGR146C,P48235,2087
YGR147C,P37293,2088
YGR148C,P24000,2089
YGR149W,P48236,2090
YGR150C,P48237,2091
YGR152C,P13856,2092
YGR153W,P48238,2093
YGR154C,P48239,2094
YGR155W,P32582,2095
YGR156W,P39927,2096
YGR157W,P05374,2097
YGR158C,P48240,2098
YGR159C,P27476,2099
YGR161C-C,P0CX67,2100
YGR161C-D,Q12316,2101
YGR161W-B,P0CX64,2102
YGR161W-C,Q3E744,2103
YGR162W,P39935,2104
YGR163W,P53290,2105
YGR165W,P53292,2106
YGR166W,P32893,2107
YGR167W,P17891,2108
YGR168C,P53293,2109
YGR169C-A,Q3E772,2110
YGR170W,P53037,2111
YGR171C,P22438,2112
YGR172C,P53039,2113
YGR173W,P53295,2114
YGR174C,P37267,2115
YGR174W-A,Q8TGT8,2116
YGR175C,P32476,2117
YGR177C,P53296,2118
YGR178C,P53297,2119
YGR179C,P53298,2120
YGR180C,P49723,2121
YGR181W,P53299,2122
YGR183C,P22289,2123
YGR184C,P19812,2124
YGR185C,P36421,2125
YGR186W,P41895,2126
YGR187C,P48362,2127
YGR188C,P41695,2128
YGR189C,P53301,2129
YGR191W,P06775,2130
YGR192C,P00359,2131
YGR193C,P16451,2132
YGR194C,P42826,2133
YGR195W,P46948,2134
YGR196C,P46949,2135
YGR197C,P46950,2136
YGR198W,P46951,2137
YGR199W,P42934,2138
YGR200C,P42935,2139
YGR201C,P42936,2140
YGR202C,P13259,2141
YGR203W,P42937,2142
YGR204W,P07245,2143
YGR205W,P42938,2144
YGR206W,P42939,2145
YGR207C,P42940,2146
YGR208W,P42941,2147
YGR209C,P22803,2148
YGR210C,P42942,2149
YGR211W,P53303,2150
YGR213C,P53047,2151
YGR214W,P32905,2152
YGR215W,P53305,2153
YGR216C,P53306,2154
YGR217W,P50077,2155
YGR218W,P30822,2156
YGR220C,P31334,2157
YGR221C,P50078,2158
YGR222W,P10834,2159
YGR223C,P50079,2160
YGR224W,P50080,2161
YGR225W,P50082,2162
YGR227W,P50076,2163
YGR229C,P32566,2164
YGR230W,P50084,2165
YGR231C,P50085,2166
YGR232W,P50086,2167
