Gene_symbol,Entry,ID
YDR436W,P33329,1121
YDR438W,Q04083,1122
YDR439W,Q04087,1123
YDR440W,Q04089,1124
YDR441C,P36973,1125
YDR442W,P87270,1126
YDR443C,P38931,1127
YDR444W,Q04093,1128
YDR445C,Q04100,1129
YDR446W,Q04110,1130
YDR448W,Q02336,1131
YDR449C,Q02354,1132
YDR452W,Q04119,1133
YDR453C,Q04120,1134
YDR455C,P87271,1135
YDR456W,Q04121,1136
YDR457W,Q03280,1137
YDR459C,Q03289,1138
YDR460W,Q03290,1139
YDR461W,P34165,1140
YDR462W,P36527,1141
YDR463W,Q00947,1142
YDR464W,P38904,1143
YDR465C,Q03305,1144
YDR468C,Q03322,1145
YDR469W,Q03323,1146
YDR472W,Q03337,1147
YDR473C,Q03338,1148
YDR474C,Q03361,1149
YDR477W,P06782,1150
YDR478W,P40993,1151
YDR479C,Q03370,1152
YDR480W,Q03373,1153
YDR482C,Q03375,1154
YDR483W,P27809,1155
YDR484W,P39904,1156
YDR485C,Q03388,1157
YDR487C,Q99258,1158
YDR488C,P40960,1159
YDR489W,Q03406,1160
YDR490C,Q03407,1161
YDR494W,Q03430,1162
YDR496C,Q04373,1163
YDR497C,P30605,1164
YDR498C,P28791,1165
YDR499W,Q04377,1166
YDR500C,P51402,1167
YDR501W,Q04383,1168
YDR502C,P19358,1169
YDR503C,Q04396,1170
YDR504C,Q04398,1171
YDR505C,P50896,1172
YDR506C,Q04399,1173
YDR507C,Q12263,1174
YDR508C,P48813,1175
YDR509W,P87272,1176
YDR510W,Q12306,1177
YDR511W,Q04401,1178
YDR512C,Q04406,1179
YDR513W,P17695,1180
YDR514C,Q04408,1181
YDR515W,Q12034,1182
YDR516C,Q04409,1183
YDR517W,Q04410,1184
YDR520C,Q04411,1185
YDR523C,P08458,1186
YDR524C,Q04412,1187
YDR526C,P87274,1188
YDR527W,Q04418,1189
YDR528W,Q04429,1190
YDR529C,P00128,1191
YDR530C,P22108,1192
YDR531W,Q04430,1193
YDR532C,Q04431,1194
YDR533C,Q04432,1195
YDR534C,Q04433,1196
YDR536W,P39932,1197
YDR538W,P33751,1198
YDR541C,Q03049,1199
YDR542W,Q03050,1200
YEL002C,P33767,1201
YEL003W,P40005,1202
YEL004W,P40004,1203
YEL005C,P40003,1204
YEL006W,P39953,1205
YEL008W,P40001,1206
YEL009C,P03069,1207
YEL011W,P32775,1208
YEL012W,P28263,1209
YEL013W,P39968,1210
YEL015W,P39998,1211
YEL016C,P39997,1212
YEL017C-A,P40975,1213
YEL017W,P39996,1214
YEL018W,P39995,1215
YEL019C,P38632,1216
YEL020C,P39994,1217
YEL020W-A,O74700,1218
YEL021W,P03962,1219
YEL022W,P39993,1220
YEL023C,P39992,1221
YEL024W,P08067,1222
YEL026W,P39990,1223
YEL027W,P25515,1224
YEL030W,P39987,1225
YEL031W,P39986,1226
YEL032W,P24279,1227
YEL034W,P23301,1228
YEL036C,P32629,1229
YEL037C,P32628,1230
YEL038W,P32626,1231
YEL039C,P00045,1232
YEL041W,P32622,1233
YEL042W,P32621,1234
YEL043W,P32618,1235
YEL046C,P37303,1236
YEL047C,P32614,1237
YEL048C,P32613,1238
YEL049W,P32612,1239
YEL050C,P32611,1240
YEL051W,P32610,1241
YEL053C,Q02197,1242
YEL055C,P39985,1243
YEL056W,P39984,1244
YEL057C,P39983,1245
YEL058W,P38628,1246
YEL059W,P39982,1247
YEL060C,P09232,1248
YEL061C,P27895,1249
YEL062W,P39923,1250
YEL063C,P04817,1251
YEL064C,P39981,1252
YEL065W,P39980,1253
YEL066W,P39979,1254
YEL068C,P39977,1255
YEL069C,P39924,1256
YEL070W,P0CX08,1257
YEL071W,P39976,1258
YEL072W,P39975,1259
YEL074W,P39973,1260
YEL075C,P39972,1261
YEL076W-C,P89888,1262
YER001W,P39106,1263
YER002W,P40007,1264
YER003C,P29952,1265
YER004W,P40008,1266
YER005W,P40009,1267
YER006W,P40010,1268
YER007C-A,P89886,1269
YER007W,P39937,1270
YER008C,P33332,1271
YER009W,P33331,1272
YER010C,P40011,1273
YER011W,P10863,1274
YER012W,P22141,1275
YER013W,P24384,1276
YER015W,P39518,1277
YER016W,P40013,1278
YER017C,P39925,1279
YER018C,P40014,1280
YER019C-A,P52871,1281
YER019W,P40015,1282
YER020W,P10823,1283
YER021W,P40016,1284
YER022W,P32569,1285
YER023W,P32263,1286
YER025W,P32481,1287
YER026C,P08456,1288
YER027C,Q04739,1289
YER028C,P39943,1290
YER029C,P40018,1291
YER030W,P40019,1292
YER031C,P38555,1293
YER032W,P40020,1294
YER035W,P40023,1295
YER036C,P40024,1296
YER037W,P40025,1297
YER038C,P40026,1298
YER039C,P0CE11,1299
YER040W,P18494,1300
YER041W,P40028,1301
YER043C,P39954,1302
YER044C,P29467,1303
YER045C,P39970,1304
YER047C,P39955,1305
YER048C,P39101,1306
YER049W,P40032,1307
YER051W,P40034,1308
YER052C,P10869,1309
YER053C,P40035,1310
YER054C,P40036,1311
YER056C,P17064,1312
YER057C,P40037,1313
YER058W,Q02771,1314
YER059W,P40038,1315
YER060W-A,Q12119,1316
YER061C,P39525,1317
YER062C,P40106,1318
YER063W,P40040,1319
YER064C,P40041,1320
YER065C,P28240,1321
YER066C-A,P87263,1322
YER066W,P40042,1323
YER067W,P40043,1324
YER068W,P34909,1325
YER069W,Q01217,1326
YER070W,P21524,1327
YER071C,P40045,1328
YER073W,P40047,1329
YER075C,P40048,1330
YER076C,P40049,1331
YER077C,P40050,1332
YER078C,P40051,1333
YER079W,P40052,1334
YER081W,P40054,1335
YER082C,P40055,1336
YER083C,P40056,1337
YER084W,P40057,1338
YER086W,P00927,1339
YER087C-B,P52870,1340
YER087W,P39965,1341
YER088C,P40059,1342
YER089C,P39966,1343
YER090W,P00899,1344
YER091C,P05694,1345
YER092W,P40060,1346
YER093C,P40061,1347
YER094C,P25451,1348
YER095W,P25454,1349
YER096W,P39000,1350
YER098W,P39967,1351
YER099C,P38620,1352
YER100W,P33296,1353
YER101C,P39945,1354
YER102W,P0CX40,1355
YER103W,P22202,1356
YER104W,P40063,1357
YER105C,P40064,1358
YER106W,P40065,1359
YER107C,P40066,1360
YER109C,P40068,1361
YER110C,P40069,1362
YER111C,P25302,1363
YER112W,P40070,1364
YER113C,P40071,1365
YER114C,P39969,1366
YER115C,Q01684,1367
YER116C,P40072,1368
YER117W,P0CX42,1369
YER118C,P40073,1370
YER119C,P40074,1371
YER120W,P40075,1372
YER121W,P40076,1373
YER122C,P38682,1374
YER123W,P39962,1375
YER124C,P40077,1376
YER125W,P39940,1377
YER126C,P40078,1378
YER127W,P40079,1379
YER128W,P40080,1380
YER129W,P38990,1381
YER131W,P39939,1382
YER132C,P32634,1383
YER133W,P32598,1384
YER136W,P39958,1385
YER137C,P0CX71,1386
YER138C,Q03612,1387
YER139C,P40084,1388
YER140W,P40085,1389
YER142C,P22134,1390
YER143W,P40087,1391
YER144C,P39944,1392
YER145C,P40088,1393
YER146W,P40089,1394
YER147C,P40090,1395
YER148W,P13393,1396
YER149C,P40091,1397
YER150W,P40092,1398
YER151C,Q01477,1399
YER152C,P10356,1400
YER153C,P10355,1401
YER154W,P39952,1402
YER155C,P39960,1403
YER156C,P40093,1404
YER157W,P40094,1405
YER158C,P40095,1406
YER159C,P40096,1407
YER159C-A,P0CX66,1408
YER160C,Q03619,1409
YER161C,P06843,1410
YER162C,P14736,1411
YER163C,P32656,1412
YER164W,P32657,1413
YER165W,P04147,1414
YER166W,P32660,1415
YER167W,P33306,1416
YER168C,P21269,1417
YER169W,P39956,1418
YER170W,P26364,1419
YER171W,P06839,1420
YER172C,P32639,1421
YER173W,P32641,1422
YER174C,P32642,1423
YER175C,P32643,1424
YER176W,P32644,1425
YER177W,P29311,1426
YER178W,P16387,1427
YER179W,P25453,1428
YER180C,P32645,1429
YER181C,P40097,1430
YER182W,P40098,1431
YER184C,P39961,1432
YER186C,P40101,1433
YER188W,P40103,1434
YER189W,P40104,1435
YFL001W,P31115,1436
YFL002C,P25808,1437
YFL002W-A,P0CX63,1438
YFL003C,P40965,1439
YFL004W,P43585,1440
YFL005W,P07560,1441
YFL007W,P43583,1442
YFL008W,P32908,1443
YFL009W,P07834,1444
YFL010C,P43582,1445
YFL010W-A,P32450,1446
YFL011W,P43581,1447
YFL012W,P43580,1448
YFL013C,P43579,1449
YFL014W,P22943,1450
YFL015C,P43578,1451
YFL016C,P35191,1452
YFL017C,P43577,1453
YFL017W-A,P40204,1454
YFL018C,P09624,1455
YFL020C,P43575,1456
YFL021W,P43574,1457
YFL022C,P15625,1458
YFL023W,P43573,1459
YFL024C,P43572,1460
YFL025C,P43571,1461
YFL026W,D6VTK4,1462
YFL027C,P43570,1463
YFL028C,P43569,1464
YFL029C,P43568,1465
YFL030W,P43567,1466
YFL031W,P41546,1467
YFL033C,P43565,1468
YFL034C-B,P43563,1469
YFL034W,P43564,1470
YFL036W,P13433,1471
YFL037W,P02557,1472
YFL038C,P01123,1473
YFL039C,P60010,1474
YFL040W,P43562,1475
YFL041W,P43561,1476
YFL042C,P43560,1477
YFL044C,P43558,1478
YFL045C,P07283,1479
YFL047W,P43556,1480
YFL048C,P43555,1481
YFL049W,P43554,1482
YFL050C,P43553,1483
YFL051C,P43552,1484
YFL052W,P43551,1485
YFL053W,P43550,1486
YFL054C,P43549,1487
YFL055W,P43548,1488
YFL056C,P43547,1489
YFL058W,P43534,1490
YFL059W,P43545,1491
YFL060C,P43544,1492
YFL061W,P0CH63,1493
YFL062W,P43542,1494
YFL065C,P43539,1495
YFL066C,P43538,1496
YFL067W,P43537,1497
YFL068W,P0CX99,1498
YFR001W,P43586,1499
YFR002W,P34077,1500
YFR003C,P43587,1501
YFR004W,P43588,1502
YFR006W,P43590,1503
YFR007W,P43591,1504
YFR008W,P43592,1505
YFR009W,P43535,1506
YFR010W,P43593,1507
YFR011C,P43594,1508
YFR012W,P43595,1509
YFR013W,P43596,1510
YFR014C,P27466,1511
YFR015C,P23337,1512
YFR016C,P43597,1513
YFR017C,P43598,1514
YFR018C,P43599,1515
YFR019W,P34756,1516
YFR021W,P43601,1517
YFR022W,P43602,1518
YFR024C,P43603,1519
YFR026C,P43604,1520
YFR027W,P43605,1521
YFR028C,Q00684,1522
YFR030W,P39692,1523
YFR031C,P0CX45,1524
YFR032C,P05747,1525
YFR033C,P00127,1526
YFR034C,P07270,1527
YFR036W,P14724,1528
YFR037C,P43609,1529
YFR038W,P43610,1530
YFR039C,P43611,1531
YFR040W,P43612,1532
YFR042W,P43614,1533
YFR043C,P43615,1534
YFR044C,P43616,1535
YFR045W,P43617,1536
YFR046C,P43618,1537
YFR047C,P43619,1538
YFR049W,P19955,1539
YFR050C,P30657,1540
YFR051C,P43621,1541
YFR052W,P32496,1542
YFR053C,P04806,1543
YFR054C,P43622,1544
YFR055W,P43623,1545
YFR057W,P43625,1546
YGL001C,P53199,1547
YGL003C,P53197,1548
YGL004C,P53196,1549
YGL005C,P53195,1550
YGL006W,P38929,1551
YGL008C,P05030,1552
YGL009C,P07264,1553
YGL010W,P25338,1554
YGL011C,P21243,1555
YGL012W,P25340,1556
YGL013C,P12383,1557
YGL014W,P25339,1558
YGL015C,P33199,1559
YGL016W,P32767,1560
YGL017W,P16639,1561
YGL018C,P53193,1562
YGL019W,P43639,1563
YGL020C,P53192,1564
YGL021W,P43633,1565
YGL022W,P39007,1566
YGL023C,P53191,1567
YGL024W,P53190,1568
YGL025C,P40356,1569
YGL026C,P00931,1570
YGL027C,P53008,1571
YGL028C,P53189,1572
YGL029W,P53188,1573
YGL030W,P14120,1574
YGL032C,P32781,1575
YGL035C,P27705,1576
YGL036W,P53185,1577
YGL037C,P53184,1578
YGL038C,P31755,1579
YGL039W,P53183,1580
YGL040C,P05373,1581
YGL042C,P53181,1582
YGL043W,P07273,1583
YGL044C,P25299,1584
YGL046W,P53179,1585
YGL047W,P53178,1586
YGL048C,Q01939,1587
YGL049C,P39936,1588
YGL050W,P53177,1589
YGL051W,P53176,1590
YGL052W,P53175,1591
YGL053W,P53174,1592
YGL054C,P53173,1593
YGL055W,P21147,1594
YGL057C,P53171,1595
YGL058W,P06104,1596
YGL060W,P53169,1597
YGL061C,P53168,1598
YGL062W,P11154,1599
YGL063W,P53167,1600
YGL064C,P53166,1601
YGL065C,P43636,1602
YGL066W,P53165,1603
YGL068W,P53163,1604
YGL069C,P53162,1605
YGL070C,P27999,1606
YGL071W,P22149,1607
YGL073W,P10961,1608
YGL074C,P53160,1609
YGL075C,P53159,1610
YGL077C,P19807,1611
YGL078C,P20447,1612
YGL079W,P53158,1613
YGL081W,P53156,1614
YGL083W,P53009,1615
YGL084C,P53154,1616
YGL086W,P40957,1617
YGL087C,P53152,1618
YGL090W,P53150,1619
YGL091C,P52920,1620
YGL092W,P49687,1621
YGL093W,P53148,1622
YGL094C,P53010,1623
YGL095C,P38932,1624
YGL096W,P53147,1625
YGL097W,P21827,1626
YGL098W,P53146,1627
YGL099W,P53145,1628
YGL100W,P53011,1629
YGL102C,P53143,1630
YGL104C,P53142,1631
YGL105W,P46672,1632
YGL106W,P53141,1633
YGL110C,P53137,1634
YGL111W,P53136,1635
YGL112C,P53040,1636
YGL113W,P53135,1637
YGL114W,P53134,1638
YGL115W,P12904,1639
YGL116W,P26309,1640
YGL117W,P53133,1641
YGL119W,P27697,1642
YGL120C,P53131,1643
YGL121C,P53130,1644
YGL122C,P32505,1645
YGL124C,P53129,1646
YGL125W,P53128,1647
YGL126W,P53012,1648
YGL127C,P38633,1649
YGL128C,P52868,1650
YGL129C,Q01163,1651
YGL130W,Q01159,1652
YGL131C,P53127,1653
YGL132W,P53126,1654
YGL133W,P53125,1655
YGL134W,P53124,1656
YGL135W,P0CX44,1657
YGL137W,P41811,1658
YGL138C,P53122,1659
YGL139W,P53121,1660
YGL141W,P53119,1661
YGL142C,P30777,1662
YGL143C,P30775,1663
YGL145W,P33891,1664
YGL146C,P53117,1665
YGL147C,P05738,1666
YGL148W,P28777,1667
YGL149W,P53116,1668
YGL150C,P53115,1669
YGL151W,P53114,1670
YGL153W,P53112,1671
YGL154C,P50113,1672
YGL155W,P18898,1673
YGL156W,P22855,1674
YGL157W,P53111,1675
YGL158W,P38622,1676
YGL161C,P53108,1677
YGL162W,P53032,1678
YGL163C,P32863,1679
YGL165C,P53106,1680
YGL166W,P15315,1681
YGL167C,P13586,1682
YGL168W,P45820,1683
YGL169W,P32579,1684
YGL170C,P45819,1685
YGL171W,P45818,1686
YGL172W,Q02199,1687
YGL173C,P22147,1688
YGL174W,P46947,1689
YGL175C,P46946,1690
YGL178W,P39016,1691
YGL179C,P43637,1692
YGL180W,P53104,1693
YGL181W,P40956,1694
YGL183C,P53102,1695
YGL184C,P53101,1696
YGL185C,P53100,1697
YGL187C,P04037,1698
YGL189C,P39938,1699
YGL190C,Q00362,1700
YGL192W,P41833,1701
YGL194C,P53096,1702
YGL195W,P33892,1703
YGL197W,P53094,1704
YGL198W,P53093,1705
YGL200C,P32803,1706
YGL201C,P53091,1707
YGL202W,P53090,1708
YGL204C,P53089,1709
YGL205W,P13711,1710
YGL206C,P22137,1711
YGL207W,P32558,1712
YGL208W,P34164,1713
YGL210W,P51996,1714
YGL212W,P32912,1715
YGL213C,Q02793,1716
YGL214W,P53087,1717
YGL215W,P35190,1718
YGL216W,P53086,1719
YGL217C,P53085,1720
YGL220W,P53082,1721
YGL221C,P53081,1722
YGL222C,P53080,1723
YGL223C,P53079,1724
YGL225W,P40107,1725
YGL226C-A,Q92316,1726
YGL226W,P53077,1727
YGL227W,P53076,1728
YGL229C,P53036,1729
YGL230C,P53074,1730
YGL233W,P22224,1731
YGL234W,P07244,1732
YGL235W,P53071,1733
YGL236C,P53070,1734
YGL237C,P06774,1735
YGL238W,P33307,1736
YGL239C,P53069,1737
YGL240W,P53068,1738
YGL241W,P53067,1739
YGL242C,P53066,1740
YGL244W,P53064,1741
YGL245W,P46655,1742
YGL246C,P53063,1743
YGL247W,P53062,1744
YGL249W,P53061,1745
YGL250W,P53060,1746
YGL251C,P51979,1747
YGL252C,P32608,1748
YGL254W,P32805,1749
YGL256W,P10127,1750
YGL258W,P53058,1751
YGL259W,P53057,1752
YGL261C,P0CE93,1753
YGL263W,P53053,1754
YGR002C,P53201,1755
YGR003W,P53202,1756
YGR004W,P53203,1757
YGR005C,P41896,1758
YGR006W,P33411,1759
YGR009C,P40357,1760
YGR010W,P53204,1761
YGR013W,P53207,1762
YGR014W,P32334,1763
YGR016W,P53209,1764
YGR017W,P53210,1765
YGR018C,P53211,1766
YGR020C,P39111,1767
YGR021W,P53212,1768
YGR023W,P53214,1769
YGR024C,P53215,1770
YGR026W,P53217,1771
YGR028W,P28737,1772
YGR030C,P53218,1773
YGR031W,P53219,1774
YGR032W,P40989,1775
YGR033C,P53220,1776
YGR034W,P53221,1777
YGR035C,P53222,1778
YGR036C,P53223,1779
YGR040W,P14681,1780
YGR041W,P53226,1781
YGR042W,P53227,1782
YGR045C,P53229,1783
YGR046W,P53230,1784
YGR047C,P33339,1785
YGR048W,P53044,1786
YGR049W,P32564,1787
YGR050C,P53231,1788
YGR052W,P53233,1789
YGR053C,P53234,1790
YGR054W,P53235,1791
YGR055W,P50276,1792
YGR056W,P53236,1793
YGR057C,P53237,1794
YGR058W,P53238,1795
YGR059W,P41901,1796
YGR060W,P53045,1797
YGR061C,P38972,1798
YGR062C,P53239,1799
YGR063C,P32914,1800
YGR064W,P53240,1801
YGR065C,P53241,1802
YGR066C,P53242,1803
YGR067C,P53243,1804
YGR068C,P53244,1805
YGR069W,P53245,1806
YGR070W,P53046,1807
YGR071C,P53246,1808
YGR072W,P48412,1809
YGR073C,P53247,1810
YGR074W,Q02260,1811
YGR075C,Q00723,1812
YGR076C,P23369,1813
YGR077C,P53248,1814
YGR078C,P48363,1815
YGR079W,P53249,1816
YGR080W,P53250,1817
YGR081C,P53251,1818
YGR082W,P35180,1819
YGR083C,P12754,1820
YGR084C,P12686,1821
YGR086C,P53252,1822
YGR087C,P26263,1823
YGR088W,P06115,1824
YGR089W,P53253,1825
YGR090W,P53254,1826
YGR091W,P49704,1827
YGR092W,P22204,1828
YGR094W,P07806,1829
YGR095C,P53256,1830
YGR097W,P48361,1831
YGR098C,Q03018,1832
YGR099W,P53038,1833
YGR100W,P53258,1834
YGR101W,P53259,1835
YGR102C,P53260,1836
YGR103W,P53261,1837
YGR104C,P32585,1838
YGR105W,P41806,1839
YGR107W,P53263,1840
YGR108W,P24868,1841
YGR110W,P53264,1842
YGR111W,P53265,1843
YGR113W,P53267,1844
YGR115C,P53269,1845
YGR116W,P23615,1846
YGR117C,P53270,1847
YGR119C,P48837,1848
YGR120C,P53271,1849
YGR121C,P40260,1850
YGR122W,P53272,1851
YGR123C,P53043,1852
YGR124W,P49090,1853
YGR125W,P53273,1854
YGR126W,P53274,1855
YGR128C,P53276,1856
YGR129W,P53277,1857
YGR130C,P53278,1858
YGR132C,P40961,1859
YGR133W,P29340,1860
YGR134W,P53280,1861
YGR135W,P23638,1862
YGR136W,P53281,1863
YGR138C,P53283,1864
YGR139W,P53284,1865
YGR140W,P32504,1866
YGR141W,P53285,1867
YGR142W,P53286,1868
YGR143W,P33336,1869
YGR144W,P32318,1870
YGR145W,P48234,1871
YGR146C,P48235,1872
YGR148C,P24000,1873
YGR149W,P48236,1874
YGR150C,P48237,1875
YGR151C,P53287,1876
YGR152C,P13856,1877
YGR153W,P48238,1878
YGR154C,P48239,1879
YGR155W,P32582,1880
YGR156W,P39927,1881
YGR157W,P05374,1882
YGR158C,P48240,1883
YGR159C,P27476,1884
YGR160W,P53288,1885
YGR161C,Q12316,1886
YGR162W,P39935,1887
YGR163W,P53290,1888
YGR165W,P53292,1889
YGR166W,P32893,1890
YGR167W,P17891,1891
YGR168C,P53293,1892
YGR169C,P53294,1893
YGR170W,P53037,1894
YGR172C,P53039,1895
YGR173W,P53295,1896
YGR174C,P37267,1897
YGR175C,P32476,1898
YGR177C,P53296,1899
YGR178C,P53297,1900
YGR179C,P53298,1901
YGR180C,P49723,1902
YGR181W,P53299,1903
YGR182C,P53300,1904
YGR184C,P19812,1905
YGR185C,P36421,1906
YGR186W,P41895,1907
YGR187C,P48362,1908
YGR188C,P41695,1909
YGR189C,P53301,1910
YGR191W,P06775,1911
YGR192C,P00359,1912
YGR193C,P16451,1913
YGR194C,P42826,1914
YGR195W,P46948,1915
YGR196C,P46949,1916
YGR197C,P46950,1917
YGR198W,P46951,1918
YGR199W,P42934,1919
YGR200C,P42935,1920
YGR201C,P42936,1921
YGR202C,P13259,1922
YGR203W,P42937,1923
YGR204W,P07245,1924
YGR205W,P42938,1925
YGR206W,P42939,1926
YGR207C,P42940,1927
YGR208W,P42941,1928
YGR209C,P22803,1929
YGR210C,P42942,1930
YGR211W,P53303,1931
YGR213C,P53047,1932
YGR214W,P32905,1933
YGR215W,P53305,1934
YGR216C,P53306,1935
YGR218W,P30822,1936
YGR219W,P53307,1937
YGR220C,P31334,1938
YGR221C,P50078,1939
YGR222W,P10834,1940
YGR223C,P50079,1941
YGR224W,P50080,1942
YGR225W,P50082,1943
YGR228W,P53308,1944
YGR229C,P32566,1945
YGR232W,P50086,1946
YGR233C,P17442,1947
YGR234W,P39676,1948
YGR235C,P50087,1949
YGR236C,P50088,1950
YGR237C,P50089,1951
YGR238C,P50090,1952
YGR239C,P50091,1953
YGR240C,P16861,1954
YGR241C,P53309,1955
YGR242W,P53310,1956
YGR243W,P53311,1957
YGR244C,P53312,1958
YGR245C,P53313,1959
YGR246C,P29056,1960
YGR247W,P53314,1961
YGR249W,P53050,1962
YGR250C,P53316,1963
YGR251W,P53317,1964
YGR252W,Q03330,1965
YGR253C,P32379,1966
YGR254W,P00924,1967
YGR256W,P53319,1968
YGR257C,P53320,1969
YGR258C,P07276,1970
YGR260W,P53322,1971
YGR261C,P46682,1972
YGR262C,P53323,1973
YGR263C,P53324,1974
YGR264C,P00958,1975
YGR266W,P53326,1976
YGR267C,P51601,1977
YGR268C,P40325,1978
YGR269W,P40326,1979
YGR270W,P40340,1980
YGR271W,P53327,1981
YGR274C,P46677,1982
YGR275W,P53330,1983
YGR276C,P53331,1984
YGR277C,P53332,1985
YGR278W,P53333,1986
YGR279C,P53334,1987
YGR280C,P53335,1988
YGR281W,P53049,1989
YGR282C,P15703,1990
YGR283C,P53336,1991
YGR284C,P53337,1992
YGR285C,P32527,1993
YGR289C,P53048,1994
YGR290W,P53339,1995
YGR291C,P53340,1996
YGR292W,P53341,1997
YGR293C,P53342,1998
YGR294W,P53343,1999
YGR295C,P53344,2000
YGR296W,P0CX14,2001
YHL001W,P38754,2002
YHL002W,P38753,2003
YHL003C,P38703,2004
YHL004W,P32902,2005
YHL005C,P38752,2006
YHL006C,P38751,2007
YHL007C,Q03497,2008
YHL008C,P38750,2009
YHL009C,P38749,2010
YHL010C,P38748,2011
YHL011C,P38689,2012
YHL015W,P38701,2013
YHL017W,P38745,2014
YHL018W,P38744,2015
YHL019C,P38700,2016
YHL020C,P21957,2017
YHL021C,P23180,2018
YHL022C,P23179,2019
YHL023C,P38742,2020
YHL024W,P38741,2021
YHL025W,P18888,2022
YHL026C,P38740,2023
YHL027W,P33400,2024
YHL029C,P38738,2025
YHL030W,P38737,2026
YHL031C,P38736,2027
YHL032C,P32190,2028
YHL033C,P17076,2029
YHL034C,P10080,2030
YHL035C,P38735,2031
YHL036W,P38734,2032
YHL038C,P03874,2033
YHL039W,P38732,2034
YHL042W,P38729,2035
YHL043W,P38728,2036
YHL044W,P38727,2037
YHL045W,P38726,2038
YHL046C,P38725,2039
YHL047C,P38724,2040
YHL048W,P38723,2041
YHL049C,P38722,2042
YHL050C,P38721,2043
YHR001W,P37299,2044
YHR002W,P38702,2045
YHR003C,P38756,2046
YHR004C,P38757,2047
YHR005C,P08539,2048
YHR005C-A,P87108,2049
YHR007C,P10614,2050
YHR008C,P00447,2051
YHR009C,P38758,2052
YHR011W,P38705,2053
YHR012W,P38759,2054
YHR013C,P07347,2055
YHR014W,P23624,2056
YHR015W,P38760,2057
YHR016C,P32793,2058
YHR018C,P04076,2059
YHR019C,P38707,2060
YHR020W,P38708,2061
YHR022C,P38763,2062
YHR023W,P08964,2063
YHR024C,P11914,2064
YHR025W,P17423,2065
YHR026W,P23968,2066
YHR027C,P38764,2067
YHR028C,P18962,2068
YHR030C,Q00772,2069
YHR031C,P38766,2070
YHR032W,P38767,2071
YHR033W,P38690,2072
YHR034C,P38768,2073
YHR035W,P38769,2074
YHR036W,P38770,2075
YHR038W,P38771,2076
YHR039C,P48836,2077
YHR040W,P38772,2078
YHR041C,P34162,2079
YHR042W,P16603,2080
YHR043C,P38773,2081
YHR044C,P38774,2082
YHR045W,P38775,2083
YHR046C,P38710,2084
YHR047C,P37898,2085
YHR048W,P38776,2086
YHR049W,P38777,2087
YHR050W,P38778,2088
YHR051W,P00427,2089
YHR052W,P38779,2090
YHR053C,P0CX80,2091
YHR056C,P38781,2092
YHR057C,P23285,2093
YHR058C,P38782,2094
YHR059W,P38783,2095
YHR060W,P38784,2096
YHR061C,P38785,2097
YHR062C,P38786,2098
YHR063C,P38787,2099
YHR064C,P38788,2100
YHR065C,P38712,2101
YHR066W,P38789,2102
YHR067W,P38790,2103
YHR068W,P38791,2104
YHR069C,P38792,2105
YHR070W,P38793,2106
YHR071W,P38794,2107
YHR072W,P38604,2108
YHR072W-A,Q6Q547,2109
YHR073W,P38713,2110
YHR074W,P38795,2111
YHR075C,P38796,2112
YHR076W,P38797,2113
YHR077C,P38798,2114
YHR078W,P38799,2115
YHR079C,P32361,2116
YHR079C-A,P89114,2117
YHR080C,P38800,2118
YHR081W,P38801,2119
YHR082C,P38691,2120
YHR083W,P14693,2121
YHR084W,P13574,2122
YHR085W,P38803,2123
YHR086W,Q00539,2124
YHR087W,P38804,2125
YHR088W,P38805,2126
YHR089C,P28007,2127
YHR090C,P38806,2128
YHR091C,P38714,2129
YHR092C,P32467,2130
YHR094C,P32465,2131
YHR096C,P38695,2132
YHR098C,P38810,2133
YHR099W,P38811,2134
YHR100C,P38812,2135
YHR102W,P38692,2136
YHR103W,P38814,2137
YHR105W,P38815,2138
YHR106W,P38816,2139
YHR107C,P32468,2140
YHR108W,P38817,2141
YHR109W,P38818,2142
YHR110W,P38819,2143
YHR111W,P38820,2144
YHR112C,P38716,2145
YHR113W,P38821,2146
YHR114W,P38822,2147
YHR115C,P38823,2148
YHR116W,P38824,2149
YHR117W,P38825,2150
YHR118C,P38826,2151
YHR119W,P38827,2152
YHR120W,P25846,2153
YHR121W,P38828,2154
YHR122W,P38829,2155
YHR123W,P22140,2156
YHR127W,P38833,2157
YHR128W,P18562,2158
YHR129C,P38696,2159
YHR130C,P38834,2160
YHR132C,P38836,2161
YHR133C,P38837,2162
YHR134W,P38838,2163
YHR135C,P23291,2164
YHR136C,P38839,2165
YHR137W,P38840,2166
YHR138C,P38841,2167
YHR140W,P38842,2168
YHR142W,P38843,2169
YHR143W-A,P40422,2170
YHR144C,P06773,2171
YHR145C,O13537,2172
YHR147C,P32904,2173
YHR148W,P32899,2174
YHR149C,P32900,2175
YHR151C,P38849,2176
YHR152W,P17123,2177
YHR154W,P38850,2178
YHR156C,P38852,2179
YHR157W,P33323,2180
YHR158C,P38853,2181
YHR159W,P38854,2182
YHR160C,P38855,2183
YHR161C,P38856,2184
YHR163W,P38858,2185
YHR164C,P38859,2186
YHR165C,P33334,2187
YHR166C,P16522,2188
YHR167W,O13539,2189
YHR168W,P38860,2190
YHR169W,P38719,2191
YHR170W,P38861,2192
YHR171W,P38862,2193
YHR172W,P38863,2194
YHR174W,P00925,2195
YHR175W,P38865,2196
YHR177W,P38867,2197
